"资讯ID","资讯标题","分类(以|分割)","关键词(以,分割)"
"77764","校园招聘 | 国家城安院、深圳城安院2023年硕博校园招聘乘风来袭！",,
"77766","开学物品准备好了吗？千万别忘了它","校园安全",
"77767","​【已三审9.1】交通安全知识看这里！","校园安全|交通安全",
"77768","这堂校园防火“必修课”先学起来","校园安全|消防安全",
"77769","第20期 | 《深圳经济特区安全生产监督管理条例》解读","政策规定|应急管理",
"77770","安全教育｜校园如何有效防踩踏","校园安全",
"77771","爱卫生，重预防，传染病来不破防！","校园安全|应急管理",
"77772","【已三审】开学季 | ​校园意外伤害怎么防？","校园安全",
"77773","应急科普 | 发生燃气事故应如何处置？快看这份应急处置指南","安全生产|高危行业",
"77774","天气炎热，请注意用火用电安全！",,
"77777","8月28日深圳在隔离密接人员中发现8例，在重点人员中发现1例，在社区筛查中发现2例！福田区、罗湖区、龙华区通告！","应急管理",
"77779","盐田区组织开展《深圳经济特区安全生产监督管理条例》宣讲活动",,
"77780","【宝安应急】开学在即，这份安全提示转给每一位师生和家长！",,
"77783","应急主播讲安全丨第④集 机械设备安全",,
"77784","重要通知|国务院安委会部署加强电动自行车全链条安全监管",,
"77786","第1期 | 安全用电你我他","电气安全",
"77787","第2期 | 城镇燃气安全防范","消防安全",
"77788","第3期 | 落实消防责任 防范安全风险","消防安全",
"77789","应急科普丨开学在即，这份安全提示请收好！",,
"77790","科普|森林防火小常识要牢记",,
"77792","校园安全 | “高处”的安全注意事项","校园安全",
"77793","货车满载6吨电池高速路起火爆燃","消防安全",
"77794","第4期 | 森林火灾危及生命的主要成因及防范措施","消防安全",
"77795","第6期 | 春节复产复工“六个一”工作要点及案例点评",,
"77796","第12期 | 城市全域三维韧性——城市安全之基石","应急管理",
"77797","【宝安应急】夺命人字梯，看完再也不敢违章！",,
"77798","监控曝光！工人油罐车上跌落，头部着地身亡！12条防高坠“硬招”请收好！",,
"77799","第13期 | 政府主导 社会动员 建立多层次的城市立体灾害防御体系","应急管理",
"77800","第14期 | 风雨无情 防汛有道 ——防洪法律法规讲解","应急管理",
"77801","又是闪爆！持续高温，静电引发60吨物料着火，应急管理部危化监管紧急提示",,
"77802","第15期 | 国务院“安全生产十五条”措施解读","应急管理",
"77803","第16期 | 工程诊治与城市安全","应急管理",
"77804","第7期 | 建筑事故案例分析及防范",,
"77805","第5期 | 坚决打赢春运安全保卫战","交通安全",
"77810","第11期 | 面对台风暴雨，科学防灾避险","应急管理",
"77811","《深圳经济特区安全生产监督管理条例》第四章",,
"77812","应急科普 | 一周两起悲剧！避免雷击伤，这些事项要注意",,
"77813","事故警示|拘留十日，拘留十日，拘留十日",,
"77814","第8期 | 深圳市气象灾害风险趋势的研判与应对",,
"77815","应急科普丨开学在即，这份安全提示请收好！",,
"77816","第9期丨底线思维，充分准备——从“7.20""特大暴雨谈防灾减灾工作的启示",,
"77817","刚刚，深圳市分区雷电预警，雷雨天这些要注意......",,
"77819","第10期 | 建筑事故案例分析及防范",,
"77820","巴基斯坦强降雨引发洪灾，已致上千人死亡",,
"77821","【宝安应急】塔吊倾覆致2死，“凶手”竟是安装工人！",,
"77823","【宝安应急】塔吊倾覆致2死，这次“凶手”是工人自己！",,
"77824","广东一工人因“好奇”，用火机点燃珍珠棉，仓库瞬间火光冲天！",,
"77826","家庭防火“九不可”，要记牢！",,
"77827","（9.8已三审）野外露营畅享星辰美景？别急，这几点不注意，可能带来危险","应急管理",
"77828","（​9.11）当心中毒！不要乱采野生蘑菇",,
"77829","（9.14）安全科普：山区游玩如何防范森林火灾","应急管理|消防安全",
"77830","秋季返校，如何守护舌尖上的安全？","校园安全|食品安全",
"77831","深圳市“应急第一响应人”导师手册（试行）","应急管理",
"77832","【宝安应急】生命只有一次！发生在身边的电动车事故……",,
"77836","《普通高等学校安全技术防范要求》DB44/T 702-2022",,
"77837","《中小学校和幼儿园安全技术防范要求》DB44/T 834-2022",,
"77838","应急科普 | 秋季来临，家庭防火“九不可”要记牢",,
"77841","开学在即，这份安全提示请收好！",,
"77844","习近平新时代中国特色社会主义思想学习问答（28）",,
"77847","6岁男童坠入下水井……小心脚下安全！",,
"77849","每日一安",,
"77851","工厂、企业消防安全",,
"77853","建筑工地度汛安全提示",,
"77855","深圳市“应急第一响应人”学员培训手册（试行）","应急管理",
"77856","多地森林火险预警！关于森林防火，这些知识需掌握",,
"77860","男孩手卡扶梯 休假消防员秒出警","公共安全",
"77863","问问小安 | 火灾时为什么不能乘坐电梯逃生？",,
"77864","应急科普 | 炎热继续 危化品企业要注意加强安全防护！","高危行业|防灾减灾",
"77865","8月29日深圳在隔离密接人员中发现6例，重点人员中发现14例，主动就诊3例，社区筛查发现12例","应急管理",
"77866","两女童地下车库玩耍，被轿车辗轧！","交通安全|居家安全|消防安全",
"77868","山东应急管理 | 山东：全面排查水域 管控溺水风险","防灾减灾",
"77869","【宝安应急】夏季高温！工贸企业安全生产典型事故案例警示！",,
"77870","山东省政府安委办、省应急厅发布近年九月份山东省典型事故警示案例",,
"77871","山东省组织实施海上安全全员定向安全生产大培训",,
"77872","开学在即，这份安全提示请收好！",,
"77873","塔机倾覆，造成2死2伤！",,
"77874","广东省落实“五个坚持”推动普查成果应用 数据成果共享 助力防灾减灾","应急管理",
"77876","应急战“疫”｜省应急厅以“非常之力”保防疫应急物资",,
"77878","国务院普查办印发《关于加强第一次全国自然灾害综合风险普查成果应用的指导意见》","应急管理",
"77879","拘留十日！电动车违规充电引发火灾！",,
"77880","应急科普 | 一周两起悲剧！避免雷击伤，这些事项要注意",,
"77881","4人在广场上被雷击，2人死亡！","防灾减灾",
"77882","应急科普 | 秋季来临，家庭防火“九不可”要记牢",,
"77883","刘某江、周某融，抓获到案！",,
"77884","应急科普 | 图说：危化品储存仓库安全管理“六必须”",,
"77885","图说：遭遇极端天气，该如何应对？","防灾减灾",
"77886","一图读懂：第一次全国自然灾害综合风险普查","防灾减灾",
"77887","地震防灾减灾科普系列动画短片（家庭逃生篇）","防灾减灾",
"77888","室内避震方法","防灾减灾",
"77889","泥石流是山区最严重的自然灾害","防灾减灾",
"77893","雪天出行，这些技巧给你稳稳的安全","防灾减灾",
"77894","寒潮天气如何防御？","防灾减灾",
"77895","关于森林防火，这些知识要掌握","防灾减灾",
"77896","应急科普 | 台风来了，如何应对？","防灾减灾",
"77897","关于“沙尘暴”，这些常识需要了解","防灾减灾",
"77898","广东应急播报",,
"77899","6招教你防御台风","防灾减灾",
"77900","台风登陆后我们怎么办？","防灾减灾",
"77901","台风“诞生记”","防灾减灾",
"77909","应急科普 | 炎热继续 危化品企业要注意加强安全防护！",,
"77910","特别注意|卡卡卡！儿童被卡事件频发，家长们赶紧看过来！",,
"77911","开学在即，这份安全笔记请收好！",,
"77913","（9.9）假期出行游玩，盲目探险不可取！","应急管理",
"77914","傍晚，8米深井传来求救声！",,
"77915","《深圳经济特区安全生产监督管理条例》第五章",,
"77917","图说：危化品储存仓库安全管理“六必须”",,
"77920","青岛6岁男童坠井瞬间消失，已确认遇难",,
"77921","习近平总书记关于安全生产重要讲话（2021年）",,
"77924","图说：危化品储存仓库安全管理“六必须”",,
"77926","刘某江、周某融，抓获到案！",,
"77929","三天内，5人被雷电击中！3人身亡",,
"77930","【宝安应急】小空间大风险！严防有限空间作业事故！",,
"77932","【宝安应急】高坠死亡！负责人被追究刑事责任！",,
"77933","开学在即，这份安全笔记请收好！",,
"77934","应急科普 | 图说：危化品储存仓库安全管理“六必须”",,
"77935","应急科普 ｜ 秋季这些安全知识很重要！",,
"77939","重要通知|9月1日起实施《深圳经济特区安全生产监督管理条例》！未按相关规定经考核合格还将面临处罚！",,
"77940","炎热继续 危化品企业要注意加强安全防护！",,
"77941","（9.12已三审）配备儿童安全座椅已写入法律","交通安全",
"77945","全文！高等、中小学校新冠肺炎疫情防控技术方案（第六版）发布",,
"77948","省应急管理厅召开台风“马鞍”防御工作总结会",,
"77951","广东应急播报",,
"77952","市民跳广场舞、新郎拍婚纱照被雷击中……不要忽视这个预警信号！",,
"77954","每日一安",,
"77956","危化品储存仓库安全管理六必须",,
"77958","遭遇极端天气该如何应对",,
"77960","10岁男孩掉入8米深井……",,
"77963","8月30日深圳在隔离观察人员中发现23例，在重点人员中发现6例，主动就诊4例，社区筛查发现4例","应急管理",
"77965","新闻联播 | 新时代中国特色应急管理体制基本形成","应急管理",
"77966","车祸猛如虎！如何创造良好的道路交通环境保障学生的交通安全？【法说平安】",,
"77967","2起事故，7人溺亡……网红≠安全！",,
"77968","戴口罩，真的很重要，这件事情不止说3遍了！",,
"77969","应急科普｜学生家长们集合过来：家务课列入课程 小心这些“家务刺客”",,
"77970","应急科普｜洪水、山体滑坡、城市内涝等灾害发生时，这些自救技能要知道",,
"77971","8月30日深圳在隔离观察人员中发现23例，在重点人员中发现6例，主动就诊4例，社区筛查发现4例！",,
